Comunidad,Provincia,Población,Latitude,Longitude,Altitud,Habitantes,Hombres,Mujeres,geometry,Region,Town
Castilla León,Salamanca,Cepeda,40.46525,-6.041499,627.2601,377,204,208,POINT (-6.041499 40.46525),LA SIERRA,Cepeda
Castilla León,Salamanca,Cereceda de la Sierra,40.56628,-6.091465,981.321,101,53,58,POINT (-6.091465 40.56628),LA SIERRA,Cereceda de la Sierra
Castilla León,Salamanca,Cerezal de Peñahorcada,41.13045,-6.654367999999999,701.7072,90,58,38,POINT (-6.654367999999999 41.13045),VITIGUDINO,Cerezal de Peñahorcada
Castilla León,Salamanca,Cerralbo,40.97469,-6.585999,680.7393,197,118,105,POINT (-6.585999 40.97469),VITIGUDINO,Cerralbo
Castilla León,Salamanca,Cerro (El),40.3278,-5.91636,988.4806,451,256,244,POINT (-5.91636 40.3278),LA SIERRA,Cerro (El)
Castilla León,Salamanca,Cespedosa de Tormes,40.54325,-5.5811150000000005,1026.923,578,312,267,POINT (-5.581115 40.54325),ALBA DE TORMES,Cespedosa de Tormes
Castilla León,Salamanca,Chagarcía Medianero,40.64942,-5.382174,1037.603,93,61,48,POINT (-5.382174 40.64942),ALBA DE TORMES,Chagarcía Medianero
Castilla León,Salamanca,Cilleros de la Bastida,40.57613,-6.060939,1066.91,36,20,15,POINT (-6.060939 40.57613),LA SIERRA,Cilleros de la Bastida
Castilla León,Salamanca,Cipérez,40.962740000000004,-6.263782,774.0986,305,163,165,POINT (-6.263782 40.96274),VITIGUDINO,Cipérez
Castilla León,Salamanca,Ciudad Rodrigo,40.59715,-6.522775,642.403,13655,6844,7236,POINT (-6.522775 40.59715),CIUDAD RODRIGO,Ciudad Rodrigo
Castilla León,Salamanca,Coca de Alba,40.87778,-5.363412,835.9797,107,63,61,POINT (-5.363412 40.87778),ALBA DE TORMES,Coca de Alba
Castilla León,Salamanca,Colmenar de Montemayor,40.399429999999995,-5.956505,832.6315,199,118,93,POINT (-5.956505 40.39943),LA SIERRA,Colmenar de Montemayor
Castilla León,Salamanca,Cordovilla,40.95068,-5.405880000000001,829.8961,126,75,53,POINT (-5.405880000000001 40.95068),SALAMANCA,Cordovilla
Castilla León,Salamanca,Cristóbal,40.46836,-5.8880419999999996,879.3582,182,105,95,POINT (-5.888042 40.46836),LA SIERRA,Cristóbal
Castilla León,Salamanca,Cubo de Don Sancho (El),40.89175,-6.307348,727.9621,485,264,238,POINT (-6.307348 40.89175),VITIGUDINO,Cubo de Don Sancho (El)
Castilla León,Salamanca,Dios le Guarde,40.64242,-6.314597,827.7272,157,90,75,POINT (-6.314597 40.64242),CIUDAD RODRIGO,Dios le Guarde
Castilla León,Salamanca,Doñinos de Ledesma,41.01266,-6.033449,847.0023,88,37,44,POINT (-6.033449 41.01266),LEDESMA,Doñinos de Ledesma
Castilla León,Salamanca,Doñinos de Salamanca,40.96074,-5.7465980000000005,825.1975,1736,782,711,POINT (-5.746598000000001 40.96074),SALAMANCA,Doñinos de Salamanca
Castilla León,Salamanca,Ejeme,40.766490000000005,-5.539045,814.8564,151,90,73,POINT (-5.539045 40.76649),ALBA DE TORMES,Ejeme
Castilla León,Salamanca,Encina (La),41.013909999999996,-6.092880999999999,803.7103,117,78,61,POINT (-6.092880999999999 41.01391),LEDESMA,Encina (La)
Castilla León,Salamanca,Encina de San Silvestre,41.013909999999996,-6.092880999999999,803.7103,122,64,60,POINT (-6.092880999999999 41.01391),LEDESMA,Encina de San Silvestre
Castilla León,Salamanca,Encinas de Abajo,40.93458,-5.472084,791.9091,624,317,307,POINT (-5.472084 40.93458),SALAMANCA,Encinas de Abajo
Castilla León,Salamanca,Encinas de Arriba,40.77135,-5.558730000000001,817.2836,250,128,133,POINT (-5.558730000000001 40.77135),ALBA DE TORMES,Encinas de Arriba
Castilla León,Salamanca,Encinasola de los Comendadores,41.03008,-6.532548,708.7699,217,119,111,POINT (-6.532548 41.03008),VITIGUDINO,Encinasola de los Comendadores
Castilla León,Salamanca,Endrinal,40.590990000000005,-5.804772,923.6503,256,141,123,POINT (-5.804772 40.59099000000001),LA SIERRA,Endrinal
Castilla León,Salamanca,Escurial de la Sierra,40.61677,-5.955336,958.3282,269,150,126,POINT (-5.955336 40.61677),LA SIERRA,Escurial de la Sierra
Castilla León,Salamanca,Espadaña,41.06255,-6.285979,785.398,43,22,19,POINT (-6.285979 41.06255),VITIGUDINO,Espadaña
Castilla León,Salamanca,Espeja,40.56349,-6.716844,698.6036,264,144,137,POINT (-6.716844 40.56349),CIUDAD RODRIGO,Espeja
Castilla León,Salamanca,Espino de la Orbada,41.107240000000004,-5.424437999999999,799.1531,283,159,143,POINT (-5.424437999999999 41.10724),SALAMANCA,Espino de la Orbada
Castilla León,Salamanca,Florida de Liébana,41.02684,-5.760848999999999,767.7192,291,151,132,POINT (-5.760848999999999 41.02684),SALAMANCA,Florida de Liébana
Castilla León,Salamanca,Forfoleda,41.09701,-5.749491,792.0,190,112,97,POINT (-5.749491 41.09701),SALAMANCA,Forfoleda
Castilla León,Salamanca,Frades de la Sierra,40.658359999999995,-5.784428,969.7409,221,124,106,POINT (-5.784428 40.65835999999999),LA SIERRA,Frades de la Sierra
Castilla León,Salamanca,Fregeneda (La),40.98792,-6.8671240000000004,524.0632,424,227,218,POINT (-6.867124 40.98792),VITIGUDINO,Fregeneda (La)
Castilla León,Salamanca,Fresnedoso,40.43607,-5.710227,1020.3589999999999,113,63,54,POINT (-5.710227 40.43607),LA SIERRA,Fresnedoso
Castilla León,Salamanca,Fresno Alhándiga,40.712920000000004,-5.616053,831.5128,275,147,129,POINT (-5.616053 40.71292),ALBA DE TORMES,Fresno Alhándiga
Castilla León,Salamanca,Fuente de San Esteban (La),40.80195,-6.257594999999999,769.7069,1419,745,702,POINT (-6.257594999999999 40.80195),LA FUENTE DE SAN ESTEBAN,Fuente de San Esteban (La)
Castilla León,Salamanca,Fuenteguinaldo,40.4288,-6.676705999999999,857.3421,734,408,395,POINT (-6.676705999999999 40.4288),CIUDAD RODRIGO,Fuenteguinaldo
Castilla León,Salamanca,Fuenteliante,40.87377,-6.573174000000001,722.4082,116,63,69,POINT (-6.573174000000001 40.87377),VITIGUDINO,Fuenteliante
Castilla León,Salamanca,Fuenterroble de Salvatierra,40.56471,-5.733921,952.5548,257,140,130,POINT (-5.733921 40.56471),ALBA DE TORMES,Fuenterroble de Salvatierra
Castilla León,Salamanca,Fuentes de Béjar,40.50793,-5.6943529999999996,906.1965,248,120,128,POINT (-5.694353 40.50793),ALBA DE TORMES,Fuentes de Béjar
Castilla León,Salamanca,Fuentes de Oñoro,40.59302,-6.8114300000000005,737.6271,1174,645,672,POINT (-6.811430000000001 40.59302),CIUDAD RODRIGO,Fuentes de Oñoro
Castilla León,Salamanca,Gajates,40.78281,-5.367018,854.1697,173,86,91,POINT (-5.367018 40.78281),ALBA DE TORMES,Gajates
Castilla León,Salamanca,Galindo y Perahuy,40.943220000000004,-5.871698,798.0319,738,405,305,POINT (-5.871698 40.94322),SALAMANCA,Galindo y Perahuy
Castilla León,Salamanca,Galinduste,40.66295,-5.541891000000001,947.1396,470,246,254,POINT (-5.541891000000001 40.66295),ALBA DE TORMES,Galinduste
Castilla León,Salamanca,Galisancho,40.74398,-5.554705,820.5486,428,236,201,POINT (-5.554705 40.74398),ALBA DE TORMES,Galisancho
Castilla León,Salamanca,Gallegos de Argañán,40.630990000000004,-6.704817,664.0316,307,177,161,POINT (-6.704817 40.63099),CIUDAD RODRIGO,Gallegos de Argañán
Castilla León,Salamanca,Gallegos de Solmirón,40.536770000000004,-5.447734,1109.974,148,77,78,POINT (-5.447734 40.53677),ALBA DE TORMES,Gallegos de Solmirón
Castilla León,Salamanca,Garcibuey,40.51593,-5.994351,699.9051,198,121,97,POINT (-5.994351 40.51593),LA SIERRA,Garcibuey
Castilla León,Salamanca,Garcihernández,40.860209999999995,-5.432443,815.0062,515,277,264,POINT (-5.432443 40.86021),ALBA DE TORMES,Garcihernández
Castilla León,Salamanca,Garcirrey,40.90087,-6.130104,812.2611,81,45,42,POINT (-6.130104 40.90087),LA FUENTE DE SAN ESTEBAN,Garcirrey
Castilla León,Salamanca,Gejuelo del Barro,41.077090000000005,-6.123671,807.9324,46,27,18,POINT (-6.123671 41.07709000000001),LEDESMA,Gejuelo del Barro
Castilla León,Salamanca,Golpejas,40.999829999999996,-5.906649,783.9107,156,92,83,POINT (-5.906649 40.99983),LEDESMA,Golpejas
Castilla León,Salamanca,Gomecello,41.04295,-5.534461,843.8534,521,319,275,POINT (-5.534461 41.04295),SALAMANCA,Gomecello
Castilla León,Salamanca,Guadramiro,41.01742,-6.493218,748.9703,166,99,71,POINT (-6.493218 41.01742),VITIGUDINO,Guadramiro
Castilla León,Salamanca,Guijo de Ávila,40.53165,-5.6401069999999995,972.0184,98,62,42,POINT (-5.640107 40.53165),ALBA DE TORMES,Guijo de Ávila
Castilla León,Salamanca,Guijuelo,40.55514,-5.673655999999999,1015.943,5996,3066,2905,POINT (-5.673655999999999 40.55514),ALBA DE TORMES,Guijuelo
Castilla León,Salamanca,Herguijuela de Ciudad Rodrigo,40.45847,-6.5231650000000005,805.5259,96,59,50,POINT (-6.523165000000001 40.45847),CIUDAD RODRIGO,Herguijuela de Ciudad Rodrigo
Castilla León,Salamanca,Herguijuela de la Sierra,40.446220000000004,-6.072958,649.6334,293,159,141,POINT (-6.072958 40.44622),LA SIERRA,Herguijuela de la Sierra
Castilla León,Salamanca,Herguijuela del Campo,40.62996,-5.863536,925.9821,106,50,58,POINT (-5.863536 40.62996),LA SIERRA,Herguijuela del Campo
Castilla León,Salamanca,Hinojosa de Duero,40.98623,-6.796194,608.4411,720,379,368,POINT (-6.796194 40.98623),VITIGUDINO,Hinojosa de Duero
Castilla León,Salamanca,Horcajo de Montemayor,40.42147,-5.893421,736.9137,163,86,84,POINT (-5.893421 40.42147),LA SIERRA,Horcajo de Montemayor
Castilla León,Salamanca,Horcajo Medianero,40.64017,-5.406429,1001.317,252,149,131,POINT (-5.406429 40.64017),ALBA DE TORMES,Horcajo Medianero
Castilla León,Salamanca,Hoya (La),40.40702,-5.699218,1247.21,48,21,11,POINT (-5.699218 40.40702),LA SIERRA,Hoya (La)
Castilla León,Salamanca,Huerta,40.968140000000005,-5.468874,788.3081,337,178,135,POINT (-5.468874 40.96814000000001),SALAMANCA,Huerta
Castilla León,Salamanca,Iruelos,41.139990000000004,-6.328799,780.4797,34,19,23,POINT (-6.328799 41.13999),VITIGUDINO,Iruelos
Castilla León,Salamanca,Ituero de Azaba,40.48448,-6.691535000000001,669.289,228,128,111,POINT (-6.691535000000001 40.48448),CIUDAD RODRIGO,Ituero de Azaba
Castilla León,Salamanca,Juzbado,41.077709999999996,-5.86131,795.5882,176,89,81,POINT (-5.86131 41.07771),LEDESMA,Juzbado
Castilla León,Salamanca,Lagunilla,40.324009999999994,-5.9712559999999995,932.2834,547,275,231,POINT (-5.971255999999999 40.32400999999999),LA SIERRA,Lagunilla
Castilla León,Salamanca,Larrodrigo,40.738009999999996,-5.44845,867.775,211,131,105,POINT (-5.44845 40.73801),ALBA DE TORMES,Larrodrigo
Castilla León,Salamanca,Ledesma,41.091640000000005,-5.998983,773.7244,1894,979,943,POINT (-5.998983 41.09164000000001),LEDESMA,Ledesma
Castilla León,Salamanca,Ledrada,40.469359999999995,-5.720025,884.9431,548,294,279,POINT (-5.720025 40.46935999999999),LA SIERRA,Ledrada
Castilla León,Salamanca,Linares de Riofrío,40.58448,-5.9213059999999995,957.4563,968,518,470,POINT (-5.921306 40.58448),LA SIERRA,Linares de Riofrío
Castilla León,Salamanca,Lumbrales,40.93554,-6.717642999999999,675.5071,1868,954,995,POINT (-6.717642999999999 40.93554),VITIGUDINO,Lumbrales
Castilla León,Salamanca,Machacón,40.92662,-5.524562,807.2266,464,258,243,POINT (-5.524562 40.92662),SALAMANCA,Machacón
Castilla León,Salamanca,Macotera,40.83105,-5.2870029999999995,893.4735,1280,716,648,POINT (-5.287002999999999 40.83105),PEÑARANDA DE BRACAMONTE,Macotera
Castilla León,Salamanca,Madroñal,40.464259999999996,-6.0618989999999995,674.8745,157,86,70,POINT (-6.061898999999999 40.46426),LA SIERRA,Madroñal
Castilla León,Salamanca,Maíllo (El),40.56622,-6.180847,985.4587,328,187,161,POINT (-6.180847 40.56622),CIUDAD RODRIGO,Maíllo (El)
Castilla León,Salamanca,Malpartida,40.762879999999996,-5.233022,897.3098,107,65,48,POINT (-5.233022 40.76288),PEÑARANDA DE BRACAMONTE,Malpartida
Castilla León,Salamanca,Mancera de Abajo,40.83998,-5.198303,897.7108,246,137,126,POINT (-5.198303 40.83998),PEÑARANDA DE BRACAMONTE,Mancera de Abajo
Castilla León,Salamanca,Manzano (El),41.17422,-6.28784,779.5687,73,43,40,POINT (-6.28784 41.17422),VITIGUDINO,Manzano (El)
Castilla León,Salamanca,Martiago,40.452420000000004,-6.490011,811.0814,317,168,161,POINT (-6.490011 40.45242),CIUDAD RODRIGO,Martiago
Castilla León,Salamanca,Martín de Yeltes,40.77451,-6.290481,762.9928,451,244,231,POINT (-6.290481 40.77451),LA FUENTE DE SAN ESTEBAN,Martín de Yeltes
Castilla León,Salamanca,Martinamor,40.806340000000006,-5.599875,954.91,109,54,42,POINT (-5.599875 40.80634000000001),ALBA DE TORMES,Martinamor
Castilla León,Salamanca,Masueco,41.20445,-6.588746,680.6115,391,191,188,POINT (-6.588746 41.20445),VITIGUDINO,Masueco
Castilla León,Salamanca,Mata de Ledesma (La),41.00058,-5.970789,814.1835,113,63,60,POINT (-5.970789 41.00058),LEDESMA,Mata de Ledesma (La)
Castilla León,Salamanca,Matilla de los Caños del Río,40.82607,-5.94287,826.0807,666,337,321,POINT (-5.94287 40.82607),LA FUENTE DE SAN ESTEBAN,Matilla de los Caños del Río
Castilla León,Salamanca,Maya (La),40.68756,-5.6135,834.4459,211,120,89,POINT (-5.6135 40.68756),ALBA DE TORMES,Maya (La)
Castilla León,Salamanca,Membribe de la Sierra,40.68995,-5.806762,1025.661,153,90,55,POINT (-5.806762 40.68995),LA FUENTE DE SAN ESTEBAN,Membribe de la Sierra
Castilla León,Salamanca,Mieza,41.16225,-6.687607000000001,662.1299,248,132,133,POINT (-6.687607000000001 41.16225),VITIGUDINO,Mieza
Castilla León,Salamanca,Milano (El),41.09248,-6.598022,731.6552,134,74,60,POINT (-6.598022 41.09248),VITIGUDINO,Milano (El)
Castilla León,Salamanca,Miranda de Azán,40.88712,-5.681415,821.7861,449,229,218,POINT (-5.681415 40.88712),SALAMANCA,Miranda de Azán
Castilla León,Salamanca,Miranda del Castañar,40.48431,-5.997399,636.434,497,268,254,POINT (-5.997399 40.48431),LA SIERRA,Miranda del Castañar
Castilla León,Salamanca,Mogarraz,40.49248,-6.052928,782.6704,311,167,147,POINT (-6.052928 40.49248),LA SIERRA,Mogarraz
Castilla León,Salamanca,Molinillo,40.469640000000005,-5.944297,725.4830000000001,54,34,21,POINT (-5.944297 40.46964000000001),LA SIERRA,Molinillo
Castilla León,Salamanca,Monforte de la Sierra,40.48322,-6.055398,821.5292,102,54,42,POINT (-6.055398 40.48322),LA SIERRA,Monforte de la Sierra
Castilla León,Salamanca,Monleón,40.58582,-5.847236,872.0361,107,62,45,POINT (-5.847236 40.58582),LA SIERRA,Monleón
Castilla León,Salamanca,Monleras,41.18558,-6.226938,752.909,256,125,138,POINT (-6.226938 41.18558),LEDESMA,Monleras
Castilla León,Salamanca,Monsagro,40.50462,-6.271527,965.6917,165,100,78,POINT (-6.271527 40.50462),CIUDAD RODRIGO,Monsagro
Castilla León,Salamanca,Montejo,40.6315,-5.623549,927.8253,235,122,114,POINT (-5.623549 40.6315),ALBA DE TORMES,Montejo
Castilla León,Salamanca,Montemayor del Río,40.34851,-5.895109,643.6966,307,154,150,POINT (-5.895109 40.34851),LA SIERRA,Montemayor del Río
Castilla León,Salamanca,Monterrubio de Armuña,41.028079999999996,-5.642549,799.7922,1295,635,544,POINT (-5.642549 41.02808),SALAMANCA,Monterrubio de Armuña
Castilla León,Salamanca,Monterrubio de la Sierra,40.7571,-5.692359,964.4607,185,93,70,POINT (-5.692359 40.7571),ALBA DE TORMES,Monterrubio de la Sierra
Castilla León,Salamanca,Morasverdes,40.60159,-6.275622,896.1119,306,174,160,POINT (-6.275622 40.60159),CIUDAD RODRIGO,Morasverdes
Castilla León,Salamanca,Morille,40.806129999999996,-5.697661,933.8912,267,127,122,POINT (-5.697661 40.80613),LA FUENTE DE SAN ESTEBAN,Morille
Castilla León,Salamanca,Moríñigo,40.96955,-5.413916,803.5493,117,61,58,POINT (-5.413916 40.96955),SALAMANCA,Moríñigo
Castilla León,Salamanca,Moriscos,41.008309999999994,-5.583252,844.4398,310,81,82,POINT (-5.583252 41.00830999999999),SALAMANCA,Moriscos
Castilla León,Salamanca,Moronta,40.978,-6.432241,764.1678,93,58,47,POINT (-6.432241 40.978),VITIGUDINO,Moronta
Castilla León,Salamanca,Mozárbez,40.8579,-5.651478,874.7148,480,252,216,POINT (-5.651478 40.8579),SALAMANCA,Mozárbez
Castilla León,Salamanca,Narros de Matalayegua,40.69866,-5.927592,985.0504,241,128,117,POINT (-5.927592 40.69866),LA FUENTE DE SAN ESTEBAN,Narros de Matalayegua
Castilla León,Salamanca,Nava de Béjar,40.47506,-5.677817,1046.605,110,60,50,POINT (-5.677817 40.47506),ALBA DE TORMES,Nava de Béjar
Castilla León,Salamanca,Nava de Francia,40.535579999999996,-6.116858000000001,1042.738,142,75,69,POINT (-6.116858000000001 40.53558),LA SIERRA,Nava de Francia
Castilla León,Salamanca,Nava de Sotrobal,40.88955,-5.28644,856.4819,182,107,87,POINT (-5.28644 40.88955),PEÑARANDA DE BRACAMONTE,Nava de Sotrobal
Castilla León,Salamanca,Navacarros,40.396879999999996,-5.714388,1126.157,137,72,58,POINT (-5.714388 40.39688),LA SIERRA,Navacarros
Castilla León,Salamanca,Navales,40.78886,-5.479877,847.2195,336,194,154,POINT (-5.479877 40.78886),ALBA DE TORMES,Navales
Castilla León,Salamanca,Navalmoral de Béjar,40.42245,-5.783030999999999,926.4265,60,24,30,POINT (-5.783030999999999 40.42245),LA SIERRA,Navalmoral de Béjar
Castilla León,Salamanca,Navamorales,40.47619,-5.477625,989.564,83,54,41,POINT (-5.477625 40.47619),LA SIERRA,Navamorales
Castilla León,Salamanca,Navarredonda de la Rinconada,40.60669,-6.012387,1026.249,204,111,106,POINT (-6.012387 40.60669),LA SIERRA,Navarredonda de la Rinconada
Castilla León,Salamanca,Navasfrías,40.296409999999995,-6.820108,903.6105,511,273,250,POINT (-6.820108 40.29640999999999),CIUDAD RODRIGO,Navasfrías
Castilla León,Salamanca,Negrilla de Palencia,41.0921,-5.593187,824.7216,129,69,67,POINT (-5.593187 41.0921),SALAMANCA,Negrilla de Palencia
Castilla León,Salamanca,Olmedo de Camaces,40.87916,-6.623678999999999,711.8811,136,73,64,POINT (-6.623678999999999 40.87916),CIUDAD RODRIGO,Olmedo de Camaces
Castilla León,Salamanca,Orbada (La),41.1032,-5.4851529999999995,819.0842,228,125,122,POINT (-5.485153 41.1032),SALAMANCA,Orbada (La)
Castilla León,Salamanca,Pajares de la Laguna,41.087590000000006,-5.509055,827.5972,133,73,66,POINT (-5.509055 41.08759000000001),SALAMANCA,Pajares de la Laguna
Castilla León,Salamanca,Palacios del Arzobispo,41.16558,-5.890038,823.8919999999999,177,96,97,POINT (-5.890038 41.16558),LEDESMA,Palacios del Arzobispo
Castilla León,Salamanca,Palaciosrubios,41.05256,-5.19534,806.4166,420,247,212,POINT (-5.19534 41.05256),PEÑARANDA DE BRACAMONTE,Palaciosrubios
Castilla León,Salamanca,Palencia de Negrilla,41.09387,-5.602361,824.9493,165,103,79,POINT (-5.602361 41.09387),SALAMANCA,Palencia de Negrilla
Castilla León,Salamanca,Parada de Arriba,40.98705,-5.792649,824.8565,262,151,134,POINT (-5.792649 40.98705),SALAMANCA,Parada de Arriba
Castilla León,Salamanca,Parada de Rubiales,41.147240000000004,-5.434347,845.3183,306,170,154,POINT (-5.434347 41.14724),SALAMANCA,Parada de Rubiales
Castilla León,Salamanca,Paradinas de San Juan,40.98353,-5.153312000000001,852.3538,462,280,221,POINT (-5.153312000000001 40.98353),PEÑARANDA DE BRACAMONTE,Paradinas de San Juan
Castilla León,Salamanca,Pastores,40.51513,-6.509323,769.4645,59,37,31,POINT (-6.509323 40.51513),CIUDAD RODRIGO,Pastores
Castilla León,Salamanca,Payo (El),40.2875,-6.726483999999999,924.1714,400,194,211,POINT (-6.726483999999999 40.2875),CIUDAD RODRIGO,Payo (El)
Castilla León,Salamanca,Pedraza de Alba,40.75438,-5.375294,896.6031,257,135,124,POINT (-5.375294 40.75438),ALBA DE TORMES,Pedraza de Alba
Castilla León,Salamanca,Pedrosillo de Alba,40.822540000000004,-5.395449,837.5592,162,95,83,POINT (-5.395449 40.82254),ALBA DE TORMES,Pedrosillo de Alba
Castilla León,Salamanca,Pedrosillo de los Aires,40.71452,-5.705029,956.5556,389,214,173,POINT (-5.705029 40.71452),ALBA DE TORMES,Pedrosillo de los Aires
Castilla León,Salamanca,Pedrosillo el Ralo,41.062909999999995,-5.549843,815.6058,127,69,68,POINT (-5.549843 41.06291),SALAMANCA,Pedrosillo el Ralo
Castilla León,Salamanca,Pedroso de la Armuña (El),41.080259999999996,-5.399736,826.4706,255,128,132,POINT (-5.399736 41.08026),SALAMANCA,Pedroso de la Armuña (El)
Castilla León,Salamanca,Pelabravo,40.936690000000006,-5.578126999999999,815.6241,1039,489,470,POINT (-5.578126999999999 40.93669000000001),SALAMANCA,Pelabravo
Castilla León,Salamanca,Pelarrodríguez,40.88746,-6.2128309999999995,756.4791,188,106,78,POINT (-6.212831 40.88746),LA FUENTE DE SAN ESTEBAN,Pelarrodríguez
Castilla León,Salamanca,Pelayos,40.64911,-5.574761,935.5426,116,64,56,POINT (-5.574761 40.64911),ALBA DE TORMES,Pelayos
Castilla León,Salamanca,Peña (La),41.1749,-6.519328,698.4894,124,66,75,POINT (-6.519328 41.1749),VITIGUDINO,Peña (La)
Castilla León,Salamanca,Peñacaballera,40.34411,-5.860608,874.3146,162,82,89,POINT (-5.860608 40.34411),LA SIERRA,Peñacaballera
Castilla León,Salamanca,Peñaparda,40.32071,-6.670239,863.9899,394,217,201,POINT (-6.670239 40.32071),CIUDAD RODRIGO,Peñaparda
Castilla León,Salamanca,Peñaranda de Bracamonte,40.903940000000006,-5.202896,899.5543,6768,3355,3414,POINT (-5.202896 40.90394000000001),PEÑARANDA DE BRACAMONTE,Peñaranda de Bracamonte
Castilla León,Salamanca,Peñarandilla,40.88219,-5.3920900000000005,821.0045,231,129,110,POINT (-5.39209 40.88219),ALBA DE TORMES,Peñarandilla
Castilla León,Salamanca,Peralejos de Abajo,41.00555,-6.364386,773.447,170,97,86,POINT (-6.364386 41.00555),VITIGUDINO,Peralejos de Abajo
Castilla León,Salamanca,Peralejos de Arriba,41.006609999999995,-6.333561,788.0662,49,31,19,POINT (-6.333561 41.00660999999999),VITIGUDINO,Peralejos de Arriba
Castilla León,Salamanca,Pereña de la Ribera,41.24044,-6.523911,698.2541,428,213,193,POINT (-6.523911 41.24044),VITIGUDINO,Pereña de la Ribera
Castilla León,Salamanca,Peromingo,40.46433,-5.772683,791.4692,146,70,80,POINT (-5.772683 40.46433),LA SIERRA,Peromingo
Castilla León,Salamanca,Pinedas,40.44534,-5.9600919999999995,790.9607,128,82,69,POINT (-5.960092 40.44534),LA SIERRA,Pinedas
Castilla León,Salamanca,Pino de Tormes (El),41.039809999999996,-5.792688,761.6423,161,82,73,POINT (-5.792688 41.03981),SALAMANCA,Pino de Tormes (El)
Castilla León,Salamanca,Pitiegua,41.06145,-5.467937999999999,846.9292,210,120,98,POINT (-5.467937999999999 41.06145),SALAMANCA,Pitiegua
Castilla León,Salamanca,Pizarral,40.61612,-5.6528220000000005,908.2397,69,42,38,POINT (-5.652822 40.61612),ALBA DE TORMES,Pizarral
Castilla León,Salamanca,Poveda de las Cintas,41.04737,-5.262201999999999,807.0439,259,153,121,POINT (-5.262201999999999 41.04737),PEÑARANDA DE BRACAMONTE,Poveda de las Cintas
Castilla León,Salamanca,Pozos de Hinojo,40.91237,-6.411281,735.0233,57,31,29,POINT (-6.411281 40.91237),VITIGUDINO,Pozos de Hinojo
Castilla León,Salamanca,Puebla de Azaba,40.44751,-6.747758999999999,665.5089,231,114,102,POINT (-6.747758999999999 40.44751),CIUDAD RODRIGO,Puebla de Azaba
Castilla León,Salamanca,Puebla de San Medel,40.51145,-5.736328,967.3432,47,26,20,POINT (-5.736328 40.51145),LA SIERRA,Puebla de San Medel
Castilla León,Salamanca,Puebla de Yeltes,40.626490000000004,-6.18216,881.7862,180,98,85,POINT (-6.18216 40.62649),LA FUENTE DE SAN ESTEBAN,Puebla de Yeltes
Castilla León,Salamanca,Puente del Congosto,40.489340000000006,-5.526989,941.1274,257,147,126,POINT (-5.526989 40.48934000000001),LA SIERRA,Puente del Congosto
Castilla León,Salamanca,Puertas,41.0968,-6.287927,784.341,81,46,37,POINT (-6.287927 41.0968),VITIGUDINO,Puertas
Castilla León,Salamanca,Puerto de Béjar,40.35133,-5.837565000000001,929.1489,400,194,201,POINT (-5.837565000000001 40.35133),LA SIERRA,Puerto de Béjar
Castilla León,Salamanca,Puerto Seguro,40.82635,-6.761016000000001,641.8528,77,46,40,POINT (-6.761016000000001 40.82635),CIUDAD RODRIGO,Puerto Seguro
Castilla León,Salamanca,Rágama,40.99702,-5.127748,847.4322,251,131,125,POINT (-5.127748 40.99702),PEÑARANDA DE BRACAMONTE,Rágama
Castilla León,Salamanca,Redonda (La),40.90878,-6.7492339999999995,669.5419,88,52,42,POINT (-6.749234 40.90878),VITIGUDINO,Redonda (La)
Castilla León,Salamanca,Retortillo,40.80169,-6.359767,735.7136,235,115,131,POINT (-6.359767 40.80169),LA FUENTE DE SAN ESTEBAN,Retortillo
Castilla León,Salamanca,Rinconada de la Sierra (La),40.611670000000004,-6.020796,1000.196,119,83,68,POINT (-6.020796 40.61167),LA SIERRA,Rinconada de la Sierra (La)
Castilla León,Salamanca,Robleda,40.385090000000005,-6.608461,837.2068,533,268,253,POINT (-6.608461 40.38509000000001),CIUDAD RODRIGO,Robleda
Castilla León,Salamanca,Robliza de Cojos,40.86742,-5.977132,818.6881,240,121,112,POINT (-5.977132 40.86742),LA FUENTE DE SAN ESTEBAN,Robliza de Cojos
Castilla León,Salamanca,Rollán,40.96346,-5.9156010000000006,802.2749,439,251,233,POINT (-5.915601000000001 40.96346),LEDESMA,Rollán
Castilla León,Salamanca,Saelices el Chico,40.66839,-6.634002000000001,658.7722,169,76,81,POINT (-6.634002000000001 40.66839),CIUDAD RODRIGO,Saelices el Chico
Castilla León,Salamanca,Sagrada (La),40.745059999999995,-6.072603,855.5988,122,76,70,POINT (-6.072603 40.74506),LA FUENTE DE SAN ESTEBAN,Sagrada (La)
Castilla León,Salamanca,Sahugo (El),40.41425,-6.5443050000000005,818.3651,222,129,111,POINT (-6.544305 40.41425),CIUDAD RODRIGO,Sahugo (El)
Castilla León,Salamanca,Salamanca,40.96497,-5.663047,802.7915,151658,72048,83571,POINT (-5.663047 40.96497),SALAMANCA,Salamanca
Castilla León,Salamanca,Saldeana,41.020579999999995,-6.639734,664.0504,138,84,59,POINT (-6.639734 41.02058),VITIGUDINO,Saldeana
Castilla León,Salamanca,Salmoral,40.801429999999996,-5.220465,910.3112,190,132,109,POINT (-5.220465 40.80143),PEÑARANDA DE BRACAMONTE,Salmoral
Castilla León,Salamanca,Salvatierra de Tormes,40.58959,-5.596451999999999,900.8209,63,28,35,POINT (-5.596451999999999 40.58959),ALBA DE TORMES,Salvatierra de Tormes
